Review,Point
"Sữa tươi kem trứng
SIEUHOIFA chỉ 21k 1 ly size L 😍😍😍
Mọi hôm mình đều đặt tại quán...hôm nay đc khuyến mãi nữa đặt luôn size L. Ngon và ngon...",10
"Sữa tươi trân châu đường đen
Hôm nào đi học về cũng ghé uống... Rất ngon 💟💟💟",10
"Lần đầu tiên thử ở đây...
Sữa tươi trân châu đường đen rất ngon. Trân châu rất dẻo, đường vừa đủ ngọt...nói chung rất là ok 👍👍👍",10
"Hôm nay quán có khuyến mãi combo39k được 2 ly lận <3 đúng món mình yêu thích 💋💋💋
👉 sữa tươi trân châu đường đen
👉 trà sữa truyền thống trân châu đen
 😍😍😍 ngon tuyệt",10
Bão vào không đi mua được nhưng thèm trà sữa quá đành ship về vậy,10
"Trời mưa gió không tới quán được nên nhờ a now ship 😍 mới đặt chốc lát đã thấy a ship tới r... quán lại giảm giá trên now nữa. Iu thương quạ 😍😍😍
Trà sữa thái xanh ngon lắm nha mn 💯💯💯",10
"❤️ Hi Bro Coffee & Tea toạ lạc số 113 đường phan đăng lưu. Thật sự rất tiếc luôn khi giờ mình mới biết đến quán. Đầu tiên nhất định phải nói về giá cả. So với không gian quán rộng rãi, thoáng mát rồi decor quá ư xinh xắn, thậm chí còn có góc để lưu lại những hình chụo kỷ niệm của mọi người khi đến với Hi Bro.
Đến đây mà đi cùng hội bạn thì thích khỏi nói ! Giá dao động từ 32k. Mình order matcha sữa tươi trân châu đường đen và sữa tươi trân châu đường đen, uống rất ngon! Lần tới quay lại mình sẽ thử các món best seller khác của quán !",9.0
"Cf dừa
Rất là ngon... Đá xay rất nhuyễn... Lần đầu mình uống thử thật sự rất là ngon <3",10
Quán rất ngon... nhân viên phục vụ nhiệt tình... sẽ luôn tới quán uống <3,10
"Mình đặt 1 ly tsua táo, lúc về mở ra vẫn còn nguyên một lớp siro táo đọng ở dưới đáy ly. Tsua uống theo mình cảm nhận thì rất rất chua, không nghe ra mùi táo gì cả. Đã vậy thạch cũng rất k ngon, mềm kiểu gì ấy.",4.2
"Trời mưa ở nhà order 1 ly trên foody... Giá 30k nhưng quán giảm nên chỉ còn 25k. Nhưng thực sự làm mình cảm thấy hài lòng khi thưởng thức... Nó không quá ngọt, vị nó thanh thanh... Nói chung là mình thấy ok. Sẽ đặt ở quán tiếp <3
#trà_đào",10
"🏡 Hi Bro - 113 Phan Đăng Lưu 
🕕 6am - 10pm
---------------------------------------------------
🌸 Quán hơi xa trung tâm. Ai ở gần cầu TTL hay Helio sẽ tiện đi hơn. Quán phù hợp để làm việc hay outing cùng bạn bè nhan 🙆
🌸 Mình order trà đào 30k, có mã gonjoy còn 25k. Vị hơi ngọt, trà thơm, đào ngon, uống ổn. Mình từng tới đây uống sinh tố dâu và bạc xỉu. Vị cũng được lắm. 👍
🌸 Về giá mình thấy giá rẻ hơn so với các quán cafe bây giờ ( menu hình cuối) . Nhân viên đẹp trai và dễ thương cực ( đi buổi chiều 4h nha )))) ) nhưng không gian hơi bí hơi người, quán bật điều hòa mà nóng, tiếng nói ồn",8.6
"Đồ uống ở đây rất ngon...đặc biệt là món kem trứng, lần nào tới mình dều uống nó...không lần nào khiến mình thất vọng, sẽ luôn ghé ủng hộ quán <3",10
"Đi học về 2 đứa không quên ghé vào tự thưởng cho bản thân 1 ly <3
<3 món ruột của 2 đứa --> sữa tươi kem trứng...rất ngon",10
Nghe nói quán có món kem trứng mới.nên hôm nay mình đã thử. Thật sự rất ngon <3,10
"Ly nước xinh quá phải mang chụp liền nè
Ngon nữa nha mn 😙",9.8
Lần đầu thử caramel machiato nhân ngày có mã giảm giá. Chắc thành món tủ luôn quá 🤣🤣,10
"Nay có mã giảm giá với thấy nhiều ng khen món sữa tươi kem trứng mới ra của quán nên đặt thử luôn. Quán ở siêu gần nên ship cực nhanh. Trân châu ngon, nhưng sữa tươi nhạt quá. Uống được nửa ly thì gần như ko còn vị ngọt nữa luôn 😂 Thích nhất kem trứng, ngon, ko hiểu sao ăn kem trứng mà cảm giác như có trộn thêm đậu xanh vậy, mình rất thích đậu xanh nữa nên chấm kem trứng luôn hehe. Lần sau sẽ mua nữa nhưng sẽ thử các món ko liên quan đến sữa tươi vì nhạt quá.",9.0
"Đồ uống ở đây không bao giờ làm mình thất vọng
mấy hôm nay lại đc khuyến mãi nữa.hiu hiu. sẽ ủng hộ quán dài dài",10
"Đồ uống ở đây rất ngon,đã thế lại được khuyến mãi nữa 
<3 vừa ngon vừa rẻ <3 <3 <3",10
"Mình đặt Matcha kem trứng, ngon thật, đặt qua now nên giá chỉ 16k. Tuy nhiên có điều là miệng ly bị hở làm đổ ra ngoài, mình là người thích lắc lên uống nhưng như vậy thì hết lắc được rồi. Mong quán cải thiện",9.6
"Tưởng không rẻ mà rẻ không tưởng 😍😍😍
Trời mưa gió ngồi nhà ship đã thế quán hôm nay lại có chương trình khuyến mãi nữa. Yêu thươn quạ... Sẽ ủng hộ quán dài lâu <3",9.8
"Quán hay giảm giá cho khách trên nów nên hay đặt, thức uống khá chất lượng. Sẽ ủng hộ tiếp !!!! Lần sau nhờ quán dán thêm tem vào ly để dễ phân biệt hơn , cảm ơn !!!!!",9.6
Đồ uống ở đây rất ngon.,8.2
"Đã đến với Hi BRO là phải ""o đờ"" món nào thật bự 😍😍
 sữa tươi kem trứng nha cả nhà 👍👍",6.6
"Fan Matcha ♥️♥️♥️
Mùi Matcha khá thơm, đồ uống cũng không quá ngọt, rất thanh. Đặc biệt thích món Matcha Latte cơ mà hôm nay quán có khuyến mãi nên chọn thử matcha sữa tươi trân châu đường đen và Matcha ở quán chưa bao giờ làm tôi thất vọng!!!",9.0
đồ uống rất ngon,8.6
"cứ bị nghiền món này tại đây
#trà đào cam sả <3 <3 <3
quán rất ngon... nhân viên phục vụ nhiệt tình... sẽ luôn tới quán uống <3",8.2
Món ngon tại Hi Bro !!!!!!,9.6
"Ko những ngon về trà sữa, mà trà trái cây, sinh tố hay đá xay, matcha cũng tuyệt, mà giá lại rất okay. Tuyệt!",7.8
Không uống ở đây thì hơi phí đó nha mn😍😍,8.0
"Khách quen uống nhiều lần, nay công ty gọi 100ly , ai cũng khen ngon cả !!!!",9.6
"Cả nhóm mình là fan của trà sữa thái xanh, quán làm rất ngon, sạch sẽ, giá lại rẻ nữa 😍
Sẽ ủng hộ quán dài lâu 😍😍😍",8.4
"Cứ bị nghiền món này ở đây 😍😍😍
#sữa_tươi_kem_trứng",8.4
"QUÁN TRÀ & CÀ PHÊ ĐỘC NHẤT THÍCH HỢP ĐỂ HỌC TẬP & LÀM VIỆC CHO CÁC BẠN CẦN KHÔNG GIAN YÊN TĨNH ĐÂYYYY !!!
___
#JNinDaNang
#JNinDaNang_drink
.
👉Fanpage: fb/JenlyNguyen1305
👉Instagram: @JenlyNguyen_fnd
___
✒Quán này Jenly đã từng review một lần rồi ^^ lần này đến quán Jenly quyết định thử món trà đào, nghe đồn trà đào ở đây ngon xức xắc nên Jenly quyết định đến thử :3
✒Jenly rất thích không gian và không khí ở đây. Không gian được bài trí khá đơn giản thôi nhưng đầy đủ ánh sáng. Mỗi người đến đây đều giữ yên lặng vì có rất nhiều người đến đây để học tập và để làm việc.
✒Còn về đồ uống thì Jenly thấy khá ngon, giá cả hợp lý, đồ uống đa dạng và đồ mới có liên tục nên sẽ ko bị ""ngán"" nếu đến quán nhiều lần 😊
🌟8/10",8.2
"Hôm nay được khuyến mãi nên gọi thử, món ngon giá rẻ.",9.0
"Trời mưa nằm ở nhà tự dưng thèm chút gì béo béo, lên foody thì thấy quán này có món sữa tươi kem trứng trâm châu đường đen, nghe là biết béo rồi nên oder ngay và luôn để thử xem sao! 
Lúc giở ly ra thì thấy hơi lạ vì mình tưởng kem trứng sẽ có màu vàng giống trong hình nhưng mà kg phải, nó màu trắng, mùi trứng rất ít hầu như là kg nghe mùi trứng luôn mà có mùi caramel. Phần kem trứng này có vẻ giống whipping cream hơn, nhưng kg quá đặc như whipping cream. Mà nói chung cũng ổn. 
Sữa tươi thì hình như là của Dalat Milk! Mình đánh giá cao những món sữa tươi sử dụng sữa của Dalat Milk vì sữa rất thơm chứ kg như sữa tươi Vinamilk hay TH! 
Trân châu đường đen thì cũng ổn. Trân châu rất dẻo! 
Nói tóm lại cũng khá hài lòng về món này, tuy nhiên mình nghĩ phần kem trứng quán nên nghiên cứu lại, sử dụng lòng đỏ trứng béo, ít tanh và phần kem sẽ có màu vàng bắt mắt hơn! À, hi vọng quán sẽ có món trà sữa kem trứng! 😁😁😁😁",8.0
"Đi làm rồi cũng không quên ủng hộ quán.😊😊
Trời nắng nóng ri mà được ship tận nơi ly sữa chua full thạch ú nụ là ưng cái bụng liền.
Ngon-Rẻ
👍👍👍",9.2
"Vô tình thấy quảng cáo món mới nên ghé uống thử, vào lần đầu tiên nhưng thấy không gian ở đây khá OK dù hơi nhỏ, nhưng ngồi rất thoải mái. Gọi món Trà Dâu uống thấy ngon và lạ. sẽ tiếp tục ủng hộ !",8.8
"Trời nắng nóng quá k thể ở phòng được là cứ làm ly trà đào ra cầu ngồi hóng tí gió ngắm thành phố nè. Trà đào quán Hibro đúng ngon kiểu của mình luôn. Trà k quá ngọt, thêm xíu chua chua của chanh nữa làm mê k thể bỏ. Cứ uống đồ của quán là hết sạch k còn gì mới chịu. 100 điểm cho Hibro nhé 👏👏👏",9.8
"Đến quán lúc 8h tối order 2 ly mang về. Sau đó ngồi đợi. 10 phút sau có một đoàn khách vào sau tôi. Tôi vẫn đợi. 10 phút sau thấy bưng ra 3,4 ly cho bàn mới vào. Thất vọng.Order 1 ly đậu biếc. Dở thậm tệ. Nhạt như nước đá. Ko đáng vs cái giá trên 30k
Ko bao giờ quay lại",2.6
Hồng trà kem trứng. Ngon lắm ạ nên thử. Lần thứ 2 mua ở đây món nào cũng ok 😋😍,10
"👉Follow instagram của Jenly để cập nhật thêm nhiều địa điểm ăn uống nhé @JenlyNguyen_fnd

✒Ấn tượng đầu tiên khi đến quán có lẽ là bảng thông báo món mới của quán 🤣🤣🤣 chủ quán rất biết bắt trend nha, nhưng theo cách của riêng mình (mix vị) nên khá hấp dẫn.
✒Ở đây đồ uống khá đa dạng, có cả bàn học nhóm cho các bạn học sinh, sinh viên.
✒Trong đồ uống Jenly thích nhất là trân châu của quán, mềm mềm, dai dai, trà thơm, đậm vị.
✒Đặc biệt, quán còn có rất nhiều truyện tranh để các bạn ""giết thời gian"" trong lúc sạc điện thoại nha :D",7.8
"Dù có chạy deal giảm giá thì cũng nên làm chất lượng xíu.
Xin ly bỏ đá riêng. Mà nhìn pần nước chưa tới 2/3 ly, trong khi đít ly bé tẹo. Đắp đá mãi vẫn thấy ly trống trải đến khó tả.
Vp mình gọi về 4 ly, ly nào cũng dở ở cấp infinity luôn. Thôi uống lần này cho biết. See u no more 😡😡😡😡",3.2
"Mua cùng bạn bè được giảm nhiều nên thấy giá ổn, mà giá không giảm cũng không quá cao. Quan trọng là đồ uống ngon. Mình uống Sữa tươi kem trứng, thấy béo béo nhưng cũng không có vị gì quá đặc biệt. Bạn nào không uống ngọt thì không nên thử. Trà sữa mình không uống nhưng thấy thơm vị trà.",8.2
"Sự kết hợp giữa sữa tươi, nhân trân châu đen, lớp kem trứng bên trên tạo lên hương vị rất lạ và ngon khó tả.
Ngày hè nóng mà có ly STKT uống thì tuyệt vời.
Quán ở đường Phan Đăng Lưu, có nhân viên dắt xe nhiệt tình, view quán đẹp, có bàn cho làm việc nhóm, có phục vụ nhanh nhẹn và cô gái pha chế ca tối nhỏ nhắn, xinh xắn, niềm nở. Giá các loại nước hợp lý, hay có Sale vào các ngày thứ 5 đồng giá 22k.
Đánh giá 5*",9.2
"Được con bạn giới thiệu chỗ học bài quá ưng ý luôn,không gian nhỏ nhưng yên tĩnh,nhân viên cũng rất nhiệt tình.Mình gọi ly trà đào nhỏ mà ngon cực,trời nóng mà làm ly này thì tuyệt,giá cũng hợp túi tiền sinh viên nữa. 
Sẽ ủng hộ dài dài.",9.4
"Quá ngọt, chỉ thơm 40% vị olong. 6/10đ",6.0
"Ngày nào cũng gọi, món ngon thơm vị đường và sữa, trân châu dẻo mềm ngọt ngọt.",9.0
"Hôm nay gọi 3 ly size L ở quán, thức uống giá rẻ, chất lượng ngon. Hay khuyến mãi trên now sẽ ủng hộ dài dài.",9.2
"Đây chắc hẳn là món chỉ có mình gọi 🤣, vào quán anh pha chế thấy mặt mình là khỏi gọi luôn chọn bàn đi anh bưng ra 😌Yagurt đá đậu đỏ 🤤🤤 Thật sự đậu đỏ ở đây rất ngon mềm, ngọt vừa ăn. Còn bạn kế bên là Sữa tươi trân châu đường đen, được xếp thứ 2 trong bảng danh sách món ngon mỗi ngày nha 😁 sữa Dalat thơm ngậy, trân châu mềm mà vẫn giữ được độ giai giai của mình. Nói chung rất thích đồ uống của Hibro 🥰",10
Matcha đậu đỏ của quán thực sự làm mình chết mê đi được. Matcha đậm vị thêm đậu đỏ mềm dẻo nữa.. Một thức uống tuyệt cú mèo. Sẽ ủng hộ quán dài dài 😘,9.2
"Hôm nay mua 4 ly thái xanh ở quán. Thích trà sữa thái xanh ở đây nhất, thạch cũng ngon nữa. À, vì với hóa đơn trên 100k còn được tặng bì lì xì nè. Thích quá.",9.0
"Hôm nay công ty gọi 16 ly, trong đó có trà sữa, sữa tươi, đá xay. Mọi người thưởng thức đều khen thức uống ngon, giá cả hợp lý.",9.0
Lại là chuyện nhân viên nhầm lẫn đơn hàng. Thật sự rất ghét những sai lầm cơ bản kiểu này. Mong quán xem lại cách làm việc,3.4
"Mình đặt 2 món trên now, trà vải và Sunny smoothie.
- Sunny smoothies: hơi thất vọng vì quán dùng syrup/mứt chứ không phải hoa quả tươi. trong miêu tả có kiwi, cam, xoài và chuối nhưng khi uống chỉ thấy mùi chuối. Với chất lượng như vậy mà ly giá 32k là đắt
- trà vải: mình mua up size L, nhưng thật sự khi so sánh với ly size M thì khác nhau chắc nhiều đá hơn :))). Với đã cố up size thêm tiền gần 40k mà cho 3 miếng vải, còn ít hơn ly nhỏ của quán khác. Đã vậy miếng vải ngâm giống như bị hư, bị dập, bị vụn, có vị chua thiu. 
Nói chung đã dỡ còn đắt",2.6
"Dạo này lười review lắm, chỉ khi gặp quán mình nghĩ nên cần góp ý thì mới viết.
Theo mình thì quán này nên bỏ món xôi ra khỏi menu vag thay bằng món gì đó kiểu Trung như mì xíu hay gì đó. Món xôi 30k 2 gói như đồ chơi vậy, mình cũng hi vọng ít nhưng nó sẽ chất. Ồ không thất vọng món xôi tràn trề. Vừa dở vừa ít.
Há cảo tôm ok
Sủi cảo hải sản ok.",6.2
"Ở đây chỉ bán há cảo và bánh bao với xôi lá sen. Ăn cũng ok, nước chấm cũng bình thường không có đặc biệt lắm. Mình kêu nhiều loại há cảo khác nhau để nếm nhưng thực sự ăn vào không thấy khác lắm. Có há cảo tôm ngon hơn hẳn. Nhân viên dễ thương, tụi mình gọi nhiều nên được tặng thêm 1 dĩa kim chi. Với giá sinh viên thì cũng không đòi hỏi nhiều, đáng nên ăn thử.",7.6
"Ngon nhé, nhìn ít nhưng 2 người ăn no luôn. Phần vỏ mỏng, bên trong thịt đầy. Bánh bao kim sa nhỏ nhỏ xinh xinh, cắn phát nhân chảy ra mê ly, nói chung không hối hận :)))",8.2
"Quán có không gian rộng, mát mẻ, nằm ở đường PCT nên ít xe cộ đi lại. Cô chủ quán nhiệt tình. Các món giá khá ổn tầm 20k là có 1 món 4 bánh. Bánh vỏ dai, nhân đầy đặn, thịt đậm đà ăn rất thích. Đặt biệt là món nước chấm ở đây ăn vừa ngọt vừa mặn hơi cay cay ăn rất hợp. Chúc quán có thật nhiều khách!!",9.4
"Đây là lần đầu mình đi ăn Dim sum ở Đà Nẵng. Giá của quán khá hợp lí, 20k cho 1 phần 4 Viên. Đi 2 người gọi 5 phần là no say. Nước chấm khá lạ. Nói chung mình thấy ko hẳn là đặc sắc lắm nhưng với mức giá này thì mình sẽ quay lại một lần nữa.",8.0
"Mình chỉ là khách du lịch nên cũng kiếm đại trên Foody (thấy nhiều cmt khen ngon) và tới ăn thôi củng k hi vọng gì nhiều. 
- Giá: khá ổn và hợp lý ~20k (cục nào cũng to ụ)
- View: bình thường thôi nhưng mát mẻ và bàn ghế sạch sẽ
- Phục vụ: có 2 cô chú lớn tuổi thân thiện dth lắm. Lúc bưng ra còn nói tụi mình ăn liền cho nóng 
- Chất lượng: bày trí món bắt mắt. Tuy giá bình dân nhưng ở đây vẫn đầu tư mấy cái thố trông xịn xò lắm. Bt mình k hảo mấy món dimsum lắm vì nó gây cảm giác ngán. Nhưng quán dimsum này thì khác:nóng thơm ngon, ăn k bị ngấy như trên sgon mình từng ăn.! Ước chấm cũng vừa ăn lắm
-- Vì là ngày cuối ở Đà Nẵng mới biết đến quán . Nếu b sớm hơn mình đã ghé lại rồi. Nhưng sau này nếu có dịp quay lại vẫn sẽ ủng hộ tiếp quán. 
- Đánh giá 10 sao luônnnn",9.4
"Quán dimsum khá rẻ, mình thấy menu ở đây cũng khá đa dạng và giá thì rẻ so với nhiều quán dimsum khác. Ăn cũng khá ổn nhé, nhưng mà đôi lúc mình thấy bột bánh hơi nhiều, nhân bánh hơi ít tí tẹo nên cảm giác ăn không đã miệng lắm. Và cũng nhanh bị ngán nữa. Điểm cộng là đồ ăn trình bày cũng xinh xắn, bữa mình chưa thử được bánh bao kim sa, nghe nói bánh bao kim sa ở đây ăn ổn lắm. Lần sau có dịp mình sẽ ghé lại ăn thử xem sao. Gọi thêm kimchi ăn kèm để cho đỡ ớn nha mọi người. Mình thì không thích mấy loại chiên lắm vì cảm giác hơi dầu mỡ.",6.2
dimsum,10
"🎆BÀI POST ĐẦU NĂM 🎆
🏡Dimsum Bà Thím - 280 Phan Châu Trinh
⏰10am - 21pm
💰20k - 35k
🌟8.3
-------------------------------------------------
🌸Dimsum ở đây bán lâu và nổi nhất nhì Đà Nẵng. Mình vào tối chủ nhật thấy không đông lắm. Quán thoáng sáng sủa có 2 cô chú bán. Ngoài dímum còn có ăn vặt. Chỗ ngồi hơi thấp và bàn ghế sát nhau nên đi từ nhóm 4 người trở xuống 🙆
🌸Há cảo tôm 20k: Nhân có tôm xắt nhỏ quyện trong chả quết
🐔 Há cảo gà 20k: nhân chả gà quết :)) ngọt, mọng nước hơn tôm
🍄Há cảo đông cô 20k:loại này ngon, nhân có nấm và thịt
🐟Sủi cảo hải sản hấp 25k: món này best nhất, vỏ mỏng nhất, nhân đầy đặn có cá tôm,... Có 3 miếng thôi nhưng chất lượng 👍
🌿Yumcha: có 5 viên: hoa hồng nhân tôm nhỏ, viên xíu mại, tôm, thịt, 1 cái nhân hành hẹ hơi nồng. Mấy viên này ăn tạm ổn
🍥Nước tương kèm ớt nên chấm nhiều sẽ hơi cay, các món có hành phi ăn đỡ ngấy
🔜Nhìn chung đồ chỉ ở mức ổn chứ không ngon (nguyên nhân mình sẽ để ở phần điểm trừ) 🌸Giá rẻ. Cô chú bán thân thiện
❌Điểm trừ: Bánh vỏ dày, dày nhất là em đông cô, có mỗi loại hải sản mỏng
Bí mật doanh nghiệp: dimsum ở đây là loại làm sẵn rồi bỏ ra hấp nên mình không nói đồ tươi ngon, và vị mình ăn đúng chuẩn đồ mua sẵn thật. Vì vậy ăn thấy tạm ổn thôi. Tiền nào của nấy mà 😅",8.4
"Chiều chiều đói quáng gà không biết ăn chi mà thấy now chạy chương trình với bà thím là nhào vô order liền. kiểu gì cũng được 1 bữa no căng với mức giá phải chăng.
dimsum ship tới luôn nóng hổi. xanh đỏ hồng bé xinh nhìn dễ thương hấp dẫn, được lót dưới là lớp lá chuối sạch sẽ mát mắt.
các loại há cảo sủi cảo ở đây đều to, nhân đày ụ mỗi tội nước chấm chưa xuât sắc lăms. đôi khi vì miếng dimsum to quá mà ăn xong hay bị nê bụng. kimchi chị chủ tự làm khá là ngon nhưng ăn với dimsum thì không hạp lắm á!",7.8
"Dimsum ở đây nhân vừa miệng, vỏ bánh mềm dẻo lại tự làm nữa. Kimchi cũng ngon.",10
"Mình chưa tới quán ăn bao giờ mà chỉ toàn ship về. Dimsum ở đây ngon, nhân ăn rất vừa miệng. Nếu có cơ hội sẽ đến trực tiếp quán xem thế nào.",5.0
"🤪Dimsum bà thím 🥟280 Phan Châu Trinh-TP Đà Nẵng 
❤️Em chỉ muốn nói là siêu ngonnn luôn. Em ăn hẳn 6 thẩu như thế lận nhe. Có nhiều nhân để mình lựa chọn nữa. Nếu sợ ăn hấp ngán thì mình có thể dặn ngừoi ta làm phần chiên ngon vô cùng ạ. Kim chi chị chủ tự làm nên siêuuu đỉnh luôn ạ. Bên đây còn có trà sữa nhà làm nữa perfect😛😛 Giá 1 thẩu chỉ 20k thuii nên có dịp mọi ngừoi ghé thử nhe ♥️. Quán sạch sẽ, menu ngắn gọn dễ hiểu dễ chọn món, đã vậy món lên cũng nhanh nữa. Mùa này lạnh lạnh mà ăn dimsum ấm nóng là quá chuẩn rui ý",9.0
"Rất là ngon, em thấy ngon hơn Há cảo tôm của Guảng Châu! Em thích nhất là Kim Sa Pau",10
"Ngon bổ rẻ, nước chấm ở đây ngon, giá cả rất sinh viên, quán rộng rãi, hôm sau sẽ có ghé ăn ủng hộ nữa, chúc quán đông khách 😍",9.0
"Lần đầu ăn thử dimsum của quán, khá dễ ăn, hai bác chủ phục vụ tận tình, dễ thương, 2 người ăn hơn 100k 1 tí mà khá no, quán sạch sẽ nhưng mà cái bàn hơi nhỏ thì phải, mình phải gọi 2 lượt. Nói chung thì mình khá dễ tính nên thấy mọi thứ ổn đó. Chúc dimsum bà thím ngày càng đông khách ạ",5.0
"Ngon, rẻ mà còn chu đáo nữa , sẽ ghé lại .",10
"Mình không hay ăn Dimsum cho lắm, tìm được trên Foody có nhiều Bạn RV khen ngon, Mình có qua thử quán. 
Quán khá sạch sẽ, lên món nhanh, menu đơn giản không bị rối mắt. 
Dimsum ngay từ đầu khá bắt mắt nhưng khi ăn Mình thấy bột hơi dày, nhân của các loại khác nhau nhưng vị thì giống nhau, ăn dễ bị ngấy. Nước chấm không có gì đặc biệt. 
Các Bạn hảo ngọt có lẽ sẽ thích Bánh Bao Kim Sa, riêng Mình không thích ngọt nên không ưng món này cho lắm.
Nói chung, giá cả hơi cao một tí.
Dù sao, cô chú ở đây nhiệt tình và dễ thương. Chúc quán Dimsum Bà Thím càng ngày cải thiện và đông khách hơn.",6.0
"Dành cho những bạn nào ăn Dimsum lần đầu và muốn thử những món siu ngon thì nên ghé bà Thím luôn. Nằm trên đường PCT, nhưng đi ra trung tâm nên cũng kh tiện lắm, giống những quán ăn vỉa hè nên kh có gì nổi trội nhưng dimsum thì nổi bật luôn. Nên cân nhắc khi đi ít người nhưng vẫn muốn ăn nhiều. Vì, mình đi 2 người mà gọi 1 dimsum khô ( recommend nên luôn vì loại này có chiên nên ăn thích cực ), 1 set gì 5 loại í ( mình quên tên rồi (( ), 1 dimsum thịt, 1 dimsum đổi màu với combo ăn vặt nữa. Tổng bill 127k tính cả 1 chai nước lọc mà no lết đi kh nổi luôn ))) mình nghĩ nếu gọi dimsum thường thì nên 1 tới 2 khay là ok để có thể thử set 5 cái hoặc dimsum thì ổn hơn là ăn nhiều như mình. Vì lúc order quán mới bắt đầu hấp nên đợi hơi lâu, nhưng đồ ăn ngon sẽ bù đắp tất cả ❤️",8.0
"Đồ ăn rất ngon. Tuy nhiên chè khúcs bạch chỉ là soda thêm siro và thạch màu bình thường, uống rất chán. Bác già phục vụ rất chu đáo.
Ăn tất cả trừ mỗi khô, tôm, bắp và xôi",7.0
"Mình gọi qua Now
Giao tới còn nóng hổi
Nhân đầy, vừa miệng, ăn k bị ngán
Mình thích vị tôm nhất
Nhưng k thích sốt lắm
Ăn xế đúng bài luôn",8.6
"🥠 Làm thế nào mà có thể ăn sang chảnh nhất chỉ với 20k? Chỉ có thể là Dimsum Bà Thím nhé. Đồng giá 20k/ xửng/ 4 chiếc dimsum các loại. 🥠 Do lần đầu đi ăn chưa biết nên tụi mình gọi khá nhiều, đi 5 người mà gọi tận mười mấy xửng cộng thêm mỗi người một chai sữa nên ăn nhòe không có hết luôn. Ở đây dimsum khá nhiều loại: sủi cảo hải sản, xíu mại khô, hái cảo bó xôi, há cảo đông cô... khoảng tầm gần 20 món khác nhau. Phần vỏ bánh được cán mềm, ôm lấy phần nhân đa dạng, mỗi loại một vị, mỗi loại một màu. Khi đem ra, dimsum vẫn còn nóng hổi, chọn ngay một chiếc dimsum yêu thích rồi chấm phần tương hơi cay cay chút xíu là đảm bảo ăn 1 chiếc là thèm ăn chiếc thứ 2 ngay. 🥠 Trông 1 chiếc dimsum nhỏ xinh thế thôi nhưng ăn là no lắm đó nhé. :"">. Đừng ham hố như chúng mình mà gọi nhiều ra ăn không hết đâu nè. Ở đây các cô bác phục vụ nhiệt tình lắm nên nếu lần sau có vào Đà Nẵng thì 100% là sẽ quay lại đây.",9.2
"Menu ít món nên chả biết gọi gì. 
Nên gọi yumcha vì sẽ được thử nhiều loại khác nhau: có hoa hồng ,sò điệp, tôm hẹ, tôm thịt, xíu mại tôm. Cái nào cũng ngon duy chỉ có hoa hồng là nhân đậu xanh mình không thích
Xíu mại khô và há cảo thị chiên giòn cũng ngon
Xá xíu pau ăn ổn.Có kim chi ăn kèm nhưng muối chưa chín còn mùi hăng
Cái này ăn cho vui chớ chả no mấy. Giá cũng rẻ",7.2
"Thấy khen nhiều mà hnay mới đi. Ngon thực sự lun. Ăn vài chỗ thì thấy ở đây nhân đậm đà, giá lại rẻ nữa. Mình gọi tá lả như trên bàn vs 1 trà đào nữa tính tiền 214k. 2 ng ăn no căng. Xin thêm nước chấm cho cả 1 ly đầy lun. Sẽ quay lại",8.8
"Ngon, rẻ, đáng iu, không có gì bàn cãi",10
"Há cảo mềm, nhân hơi ngán. Chấm sốt lại vừa ăn . 
Tạo hình bánh rất đẹp nhé. Xinh nhất là bánh hoa hồng.
Mua trên Now lại đang chạy mã khuyến mãi lại còn free ship mà nhanh cực 👍",7.6
"Há cảo mềm, nhân hơi ngấy. Chấm sốt lại vừa.
Deli về những vẫn ấm. 
Bánh bao kim sa nhân hơi lỏng nhưng vị ok. Kèm vỏ bên ngoài mềm. 
Tạo hình bánh rất đẹp nhé. Xinh nhất là bánh hoa hồng. Nhân đông cô giòn. Há cảo chiên hơi nhiều dầu. Mấy bạn không thích dầu nên ăn há cảo hấp thôi. 😍😍😍
Deli hơi lâu, nhưng vì đồ ăn cũng ngon nên có thể chấp nhận. 
Sau lần này mình sẽ đến quán ăn thử để đánh giá không gian.",6.0
"Lần đầu tiên tới, chỉ 1 từ thôi ""không biết tổ chức 1 quán ăn"". 
Nhân viên thì rối tung lên vì nhầm hết order của khách. Boss còn rối thì lấy đâu nhân viên chuyên nghiệp nổi. 
Chưa kể ngồi đợi buồn ngủ mới thấy đem ra 1 khay dimsum. Cứ đem từng khay 1... 
hôm đó tất cả mọi khách đều bực luôn. Có đoàn 5-7ng gì đó còn huỷ order đi về, vì quá lâu. Mình gọi 3 món, cuối cùng cũng huỷ luôn 1 món và đi về. Dimsum thì dở và còn đắt. Dở nhất trong tất cả quán dimsum từng ăn. 
Có khách góp ý là nên phân chia cv cụ thể cho từng staff để serve khách cho nhanh, thì chủ quán bảo""đông thế này thời gian đâu mà phân với công"". Cạn lời luôn. Cứ tìh trạng vừa lâu-vừa thiếu chuyên nghiệp ntn thì khách sẽ chạy mất hết... hi vọng quán cải thiện.",1.6
